FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-707f,6150930,POINT (16.461610370211222 48.153318492595346),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-707e,6150931,POINT (16.46624525124447 48.1517658787785),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-707d,6150932,POINT (16.443209590302658 48.161184271095),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-707c,6150933,POINT (16.442059224749997 48.16139150102285),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-707b,6150934,POINT (16.443731511556503 48.16104253773076),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-707a,6150935,POINT (16.411018252834907 48.17358536173573),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7079,6150936,POINT (16.30635734960483 48.16926401880275),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7078,6150937,POINT (16.378320489246768 48.17080887300304),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7077,6150938,POINT (16.40880027205016 48.17197788722146),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7076,6150939,POINT (16.410472271706556 48.17196639309935),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7075,6150940,POINT (16.41008574719818 48.17252868175644),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7074,6150941,POINT (16.411057710158662 48.16929127406715),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7073,6150942,POINT (16.471966862323686 48.15716095265392),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7072,6150943,POINT (16.471808472829764 48.16014584603353),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7071,6150944,POINT (16.418618935886894 48.169013141918775),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7070,6150945,POINT (16.41418583823232 48.17121253958396),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-706f,6150946,POINT (16.356321846020165 48.193857988960545),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-706e,6150947,POINT (16.354478571263073 48.189768837947696),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-706d,6150948,POINT (16.411704080848704 48.2516223670164),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-706c,6150949,POINT (16.360826634386257 48.189705750879995),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-706b,6150950,POINT (16.361549594225554 48.18999096168605),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-706a,6150951,POINT (16.349932467610863 48.18595758121219),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7069,6150952,POINT (16.344559443180703 48.187952638749074),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7068,6150953,POINT (16.355335588959594 48.18785853159507),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7067,6150954,POINT (16.324059882984002 48.16075593242386),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7066,6150955,POINT (16.323577021552428 48.16030315372646),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7065,6150956,POINT (16.333082488798585 48.18150789411179),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7064,6150957,POINT (16.33466848379872 48.17890373861468),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7063,6150958,POINT (16.337075910988958 48.18667120736294),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7062,6150959,POINT (16.32075700552665 48.17092053209576),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7061,6150960,POINT (16.306118709206558 48.164929461467324),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7060,6150961,POINT (16.291660892925634 48.15308668885362),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-705f,6150962,POINT (16.450035880856532 48.27042419716944),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-705e,6150963,POINT (16.421666829748116 48.28014563813615),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-705d,6150964,POINT (16.415173738361712 48.291439979604235),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-705c,6150965,POINT (16.443764651466104 48.27464270452212),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-705b,6150966,POINT (16.4753181452232 48.214164723520106),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-705a,6150967,POINT (16.482127668387175 48.21736311858766),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7059,6150968,POINT (16.484541667749063 48.22126932386032),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7058,6150969,POINT (16.300810887067012 48.16725012115347),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7057,6150970,POINT (16.33915625506665 48.18128178892665),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7056,6150971,POINT (16.339567888905087 48.181480548241176),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7055,6150972,POINT (16.338653794227895 48.17872135845054),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7054,6150973,POINT (16.319385335917463 48.15877312046359),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7053,6150974,POINT (16.331228638382647 48.17361205980892),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7052,6150975,POINT (16.35651914137458 48.19411426334656),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7051,6150976,POINT (16.47699474926703 48.218838157622635),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7050,6150977,POINT (16.341396154674396 48.25340362801153),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-704f,6150978,POINT (16.275924984809755 48.17374188117622),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-704e,6150979,POINT (16.272753219975655 48.164507913676005),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-704d,6150980,POINT (16.342093319044807 48.19346677161469),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-704c,6150981,POINT (16.342068881604785 48.19343975357956),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-704b,6150982,POINT (16.34239650498339 48.19411096124696),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-704a,6150983,POINT (16.343697310013674 48.19369647709453),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7049,6150984,POINT (16.343926969932546 48.193827504989024),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7048,6150985,POINT (16.3613378788575 48.198750199097816),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7047,6150986,POINT (16.361207220624436 48.198718471658616),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7046,6150987,POINT (16.361859013270433 48.19817271615435),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7045,6150988,POINT (16.339399428329564 48.189536829346075),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7044,6150989,POINT (16.339193894615068 48.189597936937226),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7043,6150990,POINT (16.351848656370684 48.19788035622353),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7042,6150991,POINT (16.353304148490142 48.19785974417748),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7041,6150992,POINT (16.35236544880761 48.19790931457833),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7040,6150993,POINT (16.352421232227915 48.19726132150504),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-703f,6150994,POINT (16.352635253214636 48.19758730661061),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-703e,6150995,POINT (16.352601206642284 48.19740128998744),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-703d,6150996,POINT (16.38958416869136 48.256378467944565),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-703c,6150997,POINT (16.271670990984006 48.19034646440581),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-703b,6150998,POINT (16.28214046073112 48.16842783362085),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-703a,6150999,POINT (16.4236019097188 48.25906399316269),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7039,6151000,POINT (16.36536806281144 48.191663163149656),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7038,6151001,POINT (16.363251225909778 48.18969756023314),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7037,6151002,POINT (16.363290227130403 48.19642772594412),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7036,6151003,POINT (16.368913009337035 48.19366923293742),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7035,6151004,POINT (16.359244662048322 48.17221054144865),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7034,6151005,POINT (16.361173231880787 48.174594509146864),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7033,6151006,POINT (16.310974550589293 48.187872833037666),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7032,6151007,POINT (16.315250843844577 48.19127729428304),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7031,6151008,POINT (16.302279996608934 48.19242515134204),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7030,6151009,POINT (16.32583127670235 48.18704202447003),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-702f,6151010,POINT (16.333633768743365 48.18647874642637),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-702e,6151011,POINT (16.33764753232522 48.19352544689887),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-702d,6151012,POINT (16.335166464099192 48.187734428210454),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-702c,6151013,POINT (16.332231396097058 48.1902042471329),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-702b,6151014,POINT (16.317860515464663 48.18889519601555),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-702a,6151015,POINT (16.41717878029208 48.18047746990657),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7029,6151016,POINT (16.378311696471275 48.17928124549254),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7028,6151017,POINT (16.370403232769632 48.19908048688019),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7027,6151018,POINT (16.518515160244498 48.20869010024381),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7026,6151019,POINT (16.51831016495259 48.208867982967504),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7025,6151020,POINT (16.36285527490222 48.184646773157596),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7024,6151021,POINT (16.407349239894664 48.246755732163656),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7023,6151022,POINT (16.416750058685565 48.16794259254926),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7022,6151023,POINT (16.335561666558508 48.202154049273936),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7021,6151024,POINT (16.280062198249155 48.13942946429782),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7020,6151025,POINT (16.438438204826138 48.247153528730735),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-701f,6151026,POINT (16.474284639901295 48.238116232977546),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-701e,6151027,POINT (16.43835765864892 48.24752142689637),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-701d,6151028,POINT (16.45590006674004 48.257366705633565),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-701c,6151029,POINT (16.399359727495316 48.261544274463425),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-701b,6151030,POINT (16.449655858153907 48.2379329925956),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-701a,6151031,POINT (16.31836166469633 48.18891932522654),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7019,6151032,POINT (16.47583584080025 48.15943396064536),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7018,6151033,POINT (16.335690779736346 48.201906643395425),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7017,6151034,POINT (16.415682291490537 48.239377558246986),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7016,6151035,POINT (16.416050367282566 48.2413714962116),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7015,6151036,POINT (16.314908791723756 48.1398569552097),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7014,6151037,POINT (16.31521119827232 48.14023935566872),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7013,6151038,POINT (16.39367197709698 48.27355942696764),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7012,6151039,POINT (16.46114726363108 48.234148396542324),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7011,6151040,POINT (16.415700899181164 48.237741793326165),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7010,6151041,POINT (16.524694254339384 48.21318315238624),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-700f,6151042,POINT (16.479982096826355 48.2416019499262),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-700e,6151043,POINT (16.38991517248307 48.25636499475083),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-700d,6151044,POINT (16.388464766961828 48.257167644711046),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-700c,6151045,POINT (16.43210941211042 48.24711670779722),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-700b,6151046,POINT (16.480640435824746 48.22025548045338),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-700a,6151047,POINT (16.475540703780595 48.21247699320509),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7009,6151048,POINT (16.330686257779917 48.217267784780546),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7008,6151049,POINT (16.36211039963169 48.25662373511677),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7007,6151050,POINT (16.525277720853044 48.21796243478601),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7006,6151051,POINT (16.491217512530536 48.226022559052204),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7005,6151052,POINT (16.384532536741613 48.238254697985944),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7004,6151053,POINT (16.28827425241998 48.140496780309945),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7003,6151054,POINT (16.38724954418311 48.18683447126387),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7002,6151055,POINT (16.38339611917301 48.18765706742817),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7001,6151056,POINT (16.36764707662755 48.235580399460375),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7000,6151057,POINT (16.41632038053229 48.1675077674187),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fff,6151058,POINT (16.40296885325775 48.183681105379954),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ffe,6151059,POINT (16.382998366573897 48.27709552331167),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ffd,6151060,POINT (16.30182369327948 48.14928575882881),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ffc,6151061,POINT (16.302184829418046 48.149418405008625),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ffb,6151062,POINT (16.491041981821013 48.22553428620505),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ffa,6151063,POINT (16.3482370638048 48.2456749900103),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ff9,6151064,POINT (16.367265431326697 48.22337960186441),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ff8,6151065,POINT (16.333090590590913 48.181421982593974),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ff7,6151066,POINT (16.333112784727426 48.18141339821121),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ff6,6151067,POINT (16.333054965949298 48.18141730604873),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ff5,6151068,POINT (16.3473398982408 48.187285559744836),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ff4,6151069,POINT (16.313510695032225 48.2001188755686),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ff3,6151070,POINT (16.35572760916183 48.181451602637566),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ff2,6151071,POINT (16.395018505725954 48.252670889249465),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ff1,6151072,POINT (16.443212542577236 48.26338345136859),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ff0,6151073,POINT (16.27410225013671 48.19379832074852),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fef,6151074,POINT (16.34514756073191 48.18466465314841),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fee,6151075,POINT (16.350497526822533 48.18028163218586),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fed,6151076,POINT (16.34511583072859 48.18477926839544),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fec,6151077,POINT (16.35095454947651 48.18294693052888),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6feb,6151078,POINT (16.343258523525048 48.18695579952309),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fea,6151079,POINT (16.35451690809181 48.194536846268655),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fe9,6151080,POINT (16.441026825761192 48.24096063437545),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fe8,6151081,POINT (16.393060229631875 48.25139491000486),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fe7,6151082,POINT (16.403257570556725 48.187961915666705),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fe6,6151083,POINT (16.339601217464644 48.257054566398836),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fe5,6151084,POINT (16.33765273846677 48.258286759144674),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fe4,6151085,POINT (16.4430997255293 48.258232035594375),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fe3,6151086,POINT (16.29467177670388 48.14349957233542),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fe2,6151087,POINT (16.443763993041852 48.25858633731059),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fe1,6151088,POINT (16.44370784552606 48.25836125372606),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fe0,6151089,POINT (16.52610991588226 48.214520608671315),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fdf,6151090,POINT (16.438744668036247 48.24718096357595),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fde,6151091,POINT (16.411496405085067 48.24153573605379),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fdd,6151092,POINT (16.369180883877803 48.221684266771916),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fdc,6151093,POINT (16.366715657552927 48.253918630459694),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fdb,6151094,POINT (16.283807280985858 48.1987834407796),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fda,6151095,POINT (16.28275943010718 48.19883289312684),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fd9,6151096,POINT (16.35329143110181 48.22090405809665),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fd8,6151097,POINT (16.44309056171011 48.1611429803775),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fd7,6151098,POINT (16.460515167548714 48.15377404912517),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fd6,6151099,POINT (16.40791303741782 48.19924043627056),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fd5,6151100,POINT (16.473746648689662 48.23993703178708),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fd4,6151101,POINT (16.38475329414242 48.238314031732266),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fd3,6151102,POINT (16.385758185394085 48.23789474985451),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fd2,6151103,POINT (16.384256822390878 48.238902641392116),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fd1,6151104,POINT (16.393666418277455 48.273579430442624),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fd0,6151105,POINT (16.371611162931362 48.1990623165416),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fcf,6151106,POINT (16.326865576917047 48.15924460153959),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fce,6151107,POINT (16.319291243100263 48.23708414741085),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fcd,6151108,POINT (16.4044761228235 48.22381866594572),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fcc,6151109,POINT (16.534785016182415 48.22926864854612),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fcb,6151110,POINT (16.286073378703783 48.20792609593269),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fca,6151111,POINT (16.307286060414555 48.201073221816344),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fc9,6151112,POINT (16.41924833636568 48.23901867681301),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fc8,6151113,POINT (16.274394037982727 48.197377913480054),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fc7,6151114,POINT (16.30811702289365 48.22216962073079),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fc6,6151115,POINT (16.331369401600988 48.23467265093053),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fc5,6151116,POINT (16.323995118926035 48.22457572943387),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fc4,6151117,POINT (16.289369047761618 48.17992159263841),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fc3,6151118,POINT (16.289444094049493 48.18008774762886),Trinkbrunnen,4,
