FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c7a,6152600,POINT (16.37817421481751 48.206755512213924),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c79,6152601,POINT (16.34683832816235 48.20289507085957),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c78,6152602,POINT (16.375487627360275 48.19409019077343),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c77,6152603,POINT (16.23597914472816 48.20438474602784),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c76,6152604,POINT (16.365552224753035 48.240688939246695),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c75,6152605,POINT (16.31000364193885 48.12993916558374),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c74,6152606,POINT (16.365621817199457 48.197205705100764),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c73,6152607,POINT (16.38389595280458 48.21858674875194),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c72,6152608,POINT (16.385836370991743 48.19785812673124),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c71,6152609,POINT (16.369880660734253 48.18585793488094),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c70,6152610,POINT (16.351314273856847 48.2019948635839),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c6f,6152611,POINT (16.364883454335256 48.18894163890564),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c6e,6152612,POINT (16.37309922628306 48.2089261537826),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c6d,6152613,POINT (16.317151409332787 48.225510491245565),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c6c,6152614,POINT (16.393350534685993 48.21990608776796),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c6b,6152615,POINT (16.324028169767004 48.21072378132026),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c6a,6152616,POINT (16.363365624536325 48.193721740932894),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c69,6152617,POINT (16.31909292757319 48.21147514154679),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c68,6152618,POINT (16.395503809048243 48.20398548570381),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c67,6152619,POINT (16.356193629162448 48.200329755494),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c66,6152620,POINT (16.36406694509437 48.23222052615295),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c65,6152621,POINT (16.415081899230678 48.24712520831503),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c64,6152622,POINT (16.32688800407456 48.15713618924293),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c63,6152623,POINT (16.261985547934724 48.20117666568527),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c62,6152624,POINT (16.377811390088983 48.161423844203576),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c61,6152625,POINT (16.389480718171285 48.191125321693264),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c60,6152626,POINT (16.348821637859658 48.1899351690439),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c5f,6152627,POINT (16.336520572568087 48.22384257309826),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c5e,6152628,POINT (16.329996696568003 48.21541404859899),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c5d,6152629,POINT (16.30882314690354 48.21317290526936),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c5c,6152630,POINT (16.395884954333273 48.192775309833216),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c5b,6152631,POINT (16.335822422678227 48.20759998502941),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c5a,6152632,POINT (16.339766166526985 48.21967753395739),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c59,6152633,POINT (16.302051398393825 48.203865363227656),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c58,6152634,POINT (16.307477492804193 48.21204340879637),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c57,6152635,POINT (16.257105897726007 48.18761260387851),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c56,6152636,POINT (16.375877154625652 48.18955997899153),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c55,6152637,POINT (16.373471112289913 48.20322548110256),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c54,6152638,POINT (16.381733470598597 48.17757969901086),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c53,6152639,POINT (16.32280099992974 48.19731298290493),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c52,6152640,POINT (16.402278557071163 48.23383022116028),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c51,6152641,POINT (16.39724769595748 48.23828588679219),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c50,6152642,POINT (16.253154669843752 48.19847178031039),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c4f,6152643,POINT (16.36906153072117 48.22912860628465),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c4e,6152644,POINT (16.402802162381935 48.25470018305152),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c4d,6152645,POINT (16.404926644685247 48.253800794018666),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c4c,6152646,POINT (16.25581774930812 48.159640025119316),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c4b,6152647,POINT (16.345095265455367 48.20328829328302),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c4a,6152648,POINT (16.34497425740278 48.20447828641675),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c49,6152649,POINT (16.33661018932592 48.2752012044249),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c48,6152650,POINT (16.35097729400917 48.19733741994849),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c47,6152651,POINT (16.334409166649976 48.19447591906477),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c46,6152652,POINT (16.391877993013615 48.21211766604348),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c45,6152653,POINT (16.38529279128712 48.18856827675545),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c44,6152654,POINT (16.354622293688863 48.202251162817575),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c43,6152655,POINT (16.391897556023878 48.19225354659591),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c42,6152656,POINT (16.347510330160578 48.18768646939425),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c41,6152657,POINT (16.363970554851885 48.19238026272063),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c40,6152658,POINT (16.334879334971966 48.18120062348339),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c3f,6152659,POINT (16.42084033626789 48.19110983733502),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c3e,6152660,POINT (16.38258984566801 48.22038499183266),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c3d,6152661,POINT (16.3214649448255 48.263657186840845),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c3c,6152662,POINT (16.37266100204668 48.20814050410476),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c3b,6152663,POINT (16.373813990675423 48.208523861880025),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c3a,6152664,POINT (16.375867133770726 48.16160894828487),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c39,6152665,POINT (16.366826632938494 48.19105787922523),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c38,6152666,POINT (16.349854317330742 48.19098920835291),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c37,6152667,POINT (16.385605279978304 48.2233497159312),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c36,6152668,POINT (16.302048297276915 48.17572378585197),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c35,6152669,POINT (16.319733531448 48.217269511590835),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c34,6152670,POINT (16.34844249552275 48.18905078714734),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c33,6152671,POINT (16.36805592252823 48.23070174416016),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c32,6152672,POINT (16.37684764924993 48.19479136986607),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c31,6152673,POINT (16.3384280575617 48.18709854772024),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c30,6152674,POINT (16.35227485072948 48.20229188340855),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c2f,6152675,POINT (16.320262774697365 48.205331587287944),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c2e,6152676,POINT (16.337405995102824 48.20173714986981),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c2d,6152677,POINT (16.36797661578093 48.22055497261565),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c2c,6152678,POINT (16.36902064746493 48.205010983211785),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c2b,6152679,POINT (16.3539492686157 48.19979412766082),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c2a,6152680,POINT (16.36061503050916 48.20932109269514),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c29,6152681,POINT (16.41540200800701 48.24254234194518),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c28,6152682,POINT (16.368160618831684 48.19083549722477),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c27,6152683,POINT (16.35374077939301 48.185512630488645),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c26,6152684,POINT (16.40716112670159 48.23008118911314),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c25,6152685,POINT (16.405675307706602 48.16648979136199),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c24,6152686,POINT (16.28966453825951 48.25798821538445),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c23,6152687,POINT (16.349065414623627 48.203250413437914),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c22,6152688,POINT (16.349054817000415 48.200696876976274),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c21,6152689,POINT (16.349123576275655 48.20224372556301),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c20,6152690,POINT (16.36702415892062 48.19381711029625),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c1f,6152691,POINT (16.26254030746242 48.218708549448486),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c1e,6152692,POINT (16.348989522741157 48.2015730947995),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c1d,6152693,POINT (16.34531199353261 48.21204659045809),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c1c,6152694,POINT (16.370758879952483 48.18601109954013),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c1b,6152695,POINT (16.364340416137455 48.2200702903149),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c1a,6152696,POINT (16.339385955004428 48.215944925557174),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c19,6152697,POINT (16.350197076154707 48.19188678643953),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c18,6152698,POINT (16.34362231678315 48.2090843322433),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c17,6152699,POINT (16.44597976686472 48.2304492548623),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c16,6152700,POINT (16.353088793328 48.18813343273461),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c15,6152701,POINT (16.38533751573875 48.19726183791118),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c14,6152702,POINT (16.38302548877824 48.21318318637627),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c13,6152703,POINT (16.345629064321667 48.21444045072886),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c12,6152704,POINT (16.365274976102015 48.19452879306813),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c11,6152705,POINT (16.32543332800007 48.20543557081745),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c10,6152706,POINT (16.343151427435718 48.20166881082031),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c0f,6152707,POINT (16.364205773434232 48.20665520125027),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c0e,6152708,POINT (16.310043725063004 48.12599514180408),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c0d,6152709,POINT (16.366551865617858 48.1778307062526),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c0c,6152710,POINT (16.28412412632275 48.21997939330556),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c0b,6152711,POINT (16.399028908644677 48.19234831250719),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c0a,6152712,POINT (16.37115616126982 48.170802957567766),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c09,6152713,POINT (16.363588024729854 48.19169588780178),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c08,6152714,POINT (16.376426206906757 48.201724257163725),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c07,6152715,POINT (16.369548679096532 48.20922491885038),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c06,6152716,POINT (16.340840766045126 48.2094487744141),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c05,6152717,POINT (16.350488340318083 48.209607236253746),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c04,6152718,POINT (16.346082758928432 48.20858794834776),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c03,6152719,POINT (16.368835461102346 48.20458157895062),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c02,6152720,POINT (16.36947229654545 48.17750586981756),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c01,6152721,POINT (16.459114891706626 48.254265479759624),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c00,6152722,POINT (16.36783631901879 48.21057397183057),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bff,6152723,POINT (16.457244708475788 48.20446483871953),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bfe,6152724,POINT (16.29577575181524 48.20257334655513),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bfd,6152725,POINT (16.393643024520703 48.210666596644685),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bfc,6152726,POINT (16.327947064316817 48.23300736836213),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bfb,6152727,POINT (16.27150850638927 48.19622706910275),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bfa,6152728,POINT (16.320795299888662 48.197926616562235),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bf9,6152729,POINT (16.40701751304399 48.305356826615515),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bf8,6152730,POINT (16.339136681398024 48.202732848915424),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bf7,6152731,POINT (16.508433328585028 48.16669785524601),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bf6,6152732,POINT (16.256040609817973 48.20363950022133),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bf5,6152733,POINT (16.288817471090557 48.21566199202521),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bf4,6152734,POINT (16.25553969788841 48.207214266720754),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bf3,6152735,POINT (16.358287161840142 48.19166914351523),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bf2,6152736,POINT (16.337456679562727 48.190513014221),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bf1,6152737,POINT (16.42044564239512 48.170015221309036),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bf0,6152738,POINT (16.363402042129923 48.206176900392585),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bef,6152739,POINT (16.39293254089994 48.200637858137796),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bee,6152740,POINT (16.417530539504945 48.18552779676515),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bed,6152741,POINT (16.358157692280745 48.214146032894824),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bec,6152742,POINT (16.268805601471378 48.187951731437124),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6beb,6152743,POINT (16.344618943772375 48.22568103585982),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bea,6152744,POINT (16.33661018932592 48.2752012044249),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6be9,6152745,POINT (16.33426205976575 48.22132469892032),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6be8,6152746,POINT (16.36340794404146 48.21287277960804),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6be7,6152747,POINT (16.377654995097203 48.17398138562023),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6be6,6152748,POINT (16.33491497805331 48.21916100555419),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6be5,6152749,POINT (16.335757328718195 48.20974349436148),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6be4,6152750,POINT (16.418925005581155 48.23162439257331),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6be3,6152751,POINT (16.319416674579912 48.24553826531504),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6be2,6152752,POINT (16.32380845136116 48.25076967624292),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6be1,6152753,POINT (16.33625547628982 48.21182211488758),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6be0,6152754,POINT (16.335074174279494 48.213850220752214),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bdf,6152123,POINT (16.43086153701222 48.27570921982222),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bde,6152124,POINT (16.31996330754328 48.20455869836605),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bdd,6152125,POINT (16.36906813958304 48.17857687312677),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bdc,6152126,POINT (16.42796121763171 48.27366015261065),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bdb,6152127,POINT (16.39486691236696 48.20785460782852),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bda,6152128,POINT (16.328938428115478 48.198550783327704),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bd9,6152129,POINT (16.341418729281397 48.15710903703595),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bd8,6152130,POINT (16.305727146712393 48.191841530393106),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bd7,6152131,POINT (16.3879889876148 48.19099704109795),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bd6,6152132,POINT (16.43810185445394 48.20762132352282),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bd5,6152133,POINT (16.42043863068965 48.22702525573363),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bd4,6152134,POINT (16.315685005037178 48.219331799639036),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bd3,6152135,POINT (16.425846023740903 48.2245360744813),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bd2,6152136,POINT (16.338095572126836 48.19111031948413),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6bd1,6152137,POINT (16.41656140924178 48.217785327697854),Auslaufbrunnen,7,
